"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"29559",1,10,17,1,"N","H","N","D",2,"L",20,1,"I","N",28,20,"Y",9,"C",2,34,17,3,"Y","N","E",3,1
"29561",1,8,4,3,"N","C","Y","D",3,"B",15,3,"I","Y",51,9,"Y",8,"A",3,31,24,6,"Y","Y","E",3,4
"29568",6,3,14,5,"C","H","Y","B",12,"L",15,1,"B","N",83,16,"N",16,"A",4,37,21,4,"Y","N","E",4,7
"29573",5,9,3,1,"N","K","N","E",2,"J",20,1,"R","N",37,15,"N",12,"A",1,34,16,3,"Y","N","C",1,3
"29574",2,1,16,3,"C","H","N","E",8,"H",10,1,"Q","N",27,13,"N",12,"B",1,40,21,7,"N","N","E",7,5
"29577",1,2,6,4,"C","K","N","E",8,"H",20,1,"K","N",52,11,"N",5,"A",2,22,18,4,"Y","N","E",2,1
"29579",3,14,18,2,"B","I","N","E",12,"H",20,3,"K","N",66,10,"N",12,"A",2,40,1,5,"N","N","A",2,4
"29585",4,12,10,7,"N","K","Y","E",12,"J",10,1,"M","N",22,11,"N",12,"A",3,22,18,7,"Y","N","E",5,3
"29589",6,5,18,5,"B","A","N","D",12,"B",20,1,"I","Y",86,15,"N",11,"C",7,37,4,7,"Y","Y","E",7,2
"29592",4,19,19,3,"N","H","N","D",8,"B",20,3,"A","N",42,16,"N",8,"A",2,40,16,3,"N","N","A",2,4
"29601",5,12,5,4,"N","C","N","D",8,"B",5,1,"B","N",18,12,"Y",11,"A",3,25,17,7,"N","N","A",3,4
"29611",4,3,8,2,"C","H","N","B",12,"L",15,1,"B","Y",80,15,"N",10,"A",2,31,10,7,"Y","Y","E",2,5
"29616",4,6,14,2,"B","I","Y","E",7,"J",15,1,"K","N",77,8,"Y",15,"A",2,37,1,2,"N","N","A",2,8
"29622",4,2,20,4,"N","A","N","D",8,"L",15,1,"I","Y",59,9,"N",18,"C",2,37,3,6,"Y","Y","E",2,1
"29624",2,5,17,4,"E","K","Y","E",7,"H",15,1,"P","N",76,9,"N",6,"C",2,40,7,6,"Y","N","D",5,1
"29628",4,17,15,4,"N","K","N","E",3,"H",15,2,"R","Y",84,9,"N",16,"A",3,37,18,3,"Y","Y","E",3,2
"29630",4,7,17,7,"B","J","Y","E",3,"H",15,1,"K","N",97,8,"N",15,"A",2,34,11,6,"N","N","A",2,7
"29658",1,6,18,2,"B","A","Y","D",3,"B",20,3,"B","N",54,8,"N",11,"A",1,31,20,4,"Y","N","E",1,1
"29661",2,9,15,2,"B","K","N","E",3,"J",10,3,"N","N",92,21,"Y",14,"A",1,40,10,1,"N","N","A",1,8
"29662",12,11,20,4,"N","B","N","D",8,"B",20,1,"D","N",59,13,"N",4,"A",2,40,17,6,"N","N","A",2,2
"29667",1,17,10,2,"N","A","Y","D",8,"B",15,1,"B","N",27,7,"N",6,"A",1,40,1,5,"N","N","A",3,7
"29678",1,8,7,5,"N","K","Y","E",12,"J",10,1,"K","N",57,13,"N",10,"A",2,37,6,7,"Y","N","E",2,2
"29679",1,9,19,5,"N","C","Y","D",12,"B",10,1,"A","N",80,12,"N",6,"B",1,31,7,7,"Y","N","E",1,1
"29684",6,5,21,9,"N","K","N","E",12,"H",15,2,"J","Y",59,11,"Y",16,"A",1,34,17,2,"Y","Y","C",1,11
"29687",7,17,8,5,"N","K","N","E",7,"J",20,1,"R","N",78,6,"N",12,"A",2,22,1,3,"N","N","A",2,5
"29697",1,12,12,4,"N","B","N","D",8,"L",15,3,"I","N",28,9,"Y",9,"A",1,40,1,3,"Y","N","C",1,1
"29701",19,9,12,1,"N","K","N","E",3,"J",10,1,"K","Y",66,16,"Y",16,"C",2,37,18,4,"Y","Y","E",3,1
"29706",1,16,17,2,"B","I","N","E",12,"J",20,1,"K","Y",60,13,"N",11,"A",2,28,11,7,"Y","Y","E",2,6
"29708",3,9,19,5,"W","B","N","D",7,"L",15,1,"D","N",48,10,"N",16,"A",2,31,1,7,"Y","N","E",2,6
"29711",16,5,18,6,"N","H","N","E",8,"H",10,1,"R","N",17,8,"N",7,"B",2,40,15,5,"N","N","D",6,1
"29716",4,1,18,7,"C","B","N","D",3,"B",5,1,"B","N",35,16,"N",12,"A",1,31,21,4,"Y","N","C",7,1
"29717",7,6,6,3,"B","A","Y","D",8,"B",10,3,"I","N",64,7,"Y",6,"A",2,37,19,6,"Y","N","E",2,1
"29718",4,4,8,5,"N","K","Y","E",3,"H",10,3,"K","N",96,6,"N",13,"A",2,40,12,7,"Y","N","D",3,1
"29721",2,4,4,1,"G","K","Y","E",8,"J",10,2,"J","N",70,11,"N",7,"A",2,28,20,7,"Y","N","E",2,1
"29722",10,10,3,2,"N","K","N","E",7,"H",5,3,"K","N",26,12,"Y",8,"A",2,22,16,3,"Y","N","E",5,3
"29724",1,5,14,2,"G","B","Y","D",8,"L",15,1,"I","N",73,11,"N",16,"B",1,22,14,3,"N","N","A",1,1
"29729",1,11,4,1,"N","K","Y","E",2,"H",10,1,"K","N",38,18,"N",6,"A",2,37,19,6,"Y","N","C",2,1
"29732",5,3,16,4,"N","H","N","D",2,"L",20,1,"I","Y",45,12,"N",5,"A",2,34,16,4,"Y","Y","E",2,1
"29734",4,11,23,4,"N","C","N","D",12,"L",15,1,"I","N",74,23,"N",6,"A",2,40,5,1,"N","N","A",2,1
"29746",7,11,21,3,"N","C","N","D",3,"E",15,2,"E","N",74,20,"N",7,"A",2,31,17,4,"Y","N","C",2,1
"29748",1,5,4,3,"C","K","Y","E",8,"H",20,2,"N","Y",91,10,"N",5,"A",2,34,11,3,"Y","Y","E",2,1
"29755",8,9,19,9,"W","B","N","D",12,"L",10,1,"I","N",30,9,"N",9,"A",3,34,19,6,"N","N","A",7,4
"29759",1,15,7,5,"N","C","Y","D",3,"B",15,1,"B","N",45,12,"Y",10,"A",3,34,18,6,"Y","N","E",4,5
"29762",1,13,12,1,"N","H","Y","D",3,"B",20,1,"I","Y",62,13,"N",11,"A",2,40,12,1,"Y","Y","D",2,5
"29763",7,13,23,6,"B","C","Y","D",8,"B",20,1,"I","N",46,15,"N",11,"A",3,37,2,1,"Y","N","E",3,6
"29766",5,5,2,1,"S","K","Y","E",3,"H",20,1,"P","N",76,6,"Y",13,"A",2,31,16,6,"Y","N","E",2,9
"29767",1,13,5,3,"G","K","Y","E",12,"J",10,1,"R","N",81,13,"N",14,"A",2,31,14,3,"Y","N","D",2,4
"29773",1,11,1,1,"N","K","Y","E",12,"H",20,1,"K","N",26,19,"Y",3,"A",2,31,3,1,"Y","N","C",3,1
"29780",1,16,19,3,"N","K","Y","E",3,"J",15,3,"R","N",54,10,"N",21,"A",1,28,2,5,"N","N","A",1,12
"29783",1,17,2,2,"N","K","N","E",3,"K",10,3,"J","N",58,6,"Y",5,"A",1,40,21,1,"N","N","A",2,2
"29784",1,14,13,6,"N","K","Y","E",8,"J",10,1,"R","N",68,7,"Y",11,"A",2,28,6,6,"N","N","A",2,6
"29786",8,17,15,7,"N","A","N","D",7,"B",15,2,"I","N",52,7,"Y",11,"A",1,40,21,3,"Y","N","E",1,6
"29803",11,8,11,2,"N","H","N","D",3,"B",10,1,"B","N",54,12,"Y",7,"C",3,40,8,5,"Y","N","E",3,1
"29807",8,3,6,4,"E","C","Y","D",3,"L",15,1,"I","N",15,16,"N",17,"B",1,40,1,1,"Y","N","C",1,2
"29813",9,9,22,3,"N","B","N","D",12,"L",15,1,"D","N",42,16,"Y",4,"A",2,31,16,4,"N","N","B",3,3
"29814",1,9,3,2,"N","K","N","E",2,"H",20,1,"K","N",84,9,"Y",11,"A",2,40,17,6,"N","N","A",2,8
"29817",1,8,17,4,"N","K","N","E",12,"I",15,1,"R","N",91,12,"N",16,"A",2,40,12,7,"Y","N","D",2,11
"29825",4,18,16,1,"B","A","N","B",12,"L",15,3,"B","N",19,9,"N",13,"A",2,40,4,6,"Y","N","C",3,4
"29828",7,4,21,2,"W","B","N","D",3,"B",20,3,"I","Y",85,13,"Y",15,"A",2,25,16,4,"Y","Y","E",2,3
"29832",5,11,18,2,"N","K","Y","E",3,"J",10,1,"K","N",61,10,"N",6,"A",2,37,14,5,"N","N","C",3,4
"29836",4,16,11,1,"N","H","Y","D",8,"A",20,1,"A","N",53,12,"N",16,"B",3,40,8,3,"Y","N","E",4,1
"29838",4,12,3,2,"N","C","Y","D",12,"B",15,2,"A","N",23,13,"N",2,"B",2,40,11,7,"N","N","A",2,1
"29846",1,10,20,4,"N","K","N","E",12,"H",10,1,"N","N",25,19,"N",16,"A",2,31,18,4,"Y","N","E",4,12
"29858",1,15,10,5,"N","H","N","D",12,"B",10,3,"B","N",44,10,"N",10,"A",3,31,6,3,"Y","N","E",3,6
"29859",4,4,9,6,"S","A","Y","D",3,"B",10,1,"I","Y",66,8,"N",11,"A",2,25,19,6,"Y","Y","E",2,3
"29868",2,2,18,7,"C","K","N","F",8,"H",15,3,"R","N",47,11,"Y",10,"C",2,22,22,5,"Y","N","E",3,4
"29879",2,15,14,2,"N","K","Y","E",8,"H",20,1,"K","N",13,14,"N",11,"A",2,37,20,4,"Y","N","E",2,1
"29893",1,4,18,4,"N","A","N","B",3,"B",20,1,"E","N",77,10,"N",10,"A",3,31,15,1,"Y","N","E",3,9
"29914",7,1,3,1,"N","A","Y","D",8,"L",15,1,"I","N",31,15,"N",15,"B",1,37,21,7,"N","N","E",2,3
"29915",1,16,10,1,"B","I","N","E",3,"K",20,1,"K","N",40,8,"N",14,"A",1,40,16,5,"N","N","A",1,7
"29922",4,16,20,1,"N","H","N","E",8,"H",10,1,"K","N",46,14,"N",6,"B",1,37,16,6,"N","N","A",1,1
"29925",1,4,6,4,"N","H","N","E",8,"J",20,1,"K","N",49,11,"Y",3,"B",2,40,1,3,"Y","N","C",2,1
"29928",1,15,1,1,"N","B","Y","D",7,"B",20,3,"C","N",24,10,"N",3,"A",2,31,2,3,"Y","N","E",2,1
"29933",2,7,9,6,"B","A","N","B",12,"B",15,3,"B","N",39,8,"N",6,"A",2,31,17,6,"Y","N","E",2,1
"29937",1,5,19,1,"N","K","N","E",12,"J",20,1,"J","Y",62,10,"N",18,"C",2,37,20,2,"Y","Y","E",2,1
"29942",1,7,11,2,"E","A","N","D",7,"B",20,1,"B","N",24,9,"Y",5,"B",2,31,9,4,"N","N","A",2,1
"29943",2,12,4,3,"W","C","N","D",12,"L",10,1,"E","N",38,18,"Y",2,"B",2,40,4,6,"Y","N","E",2,1
"29947",1,3,9,6,"N","H","N","E",3,"H",10,1,"K","N",55,13,"Y",10,"B",4,28,11,6,"N","N","A",6,1
"29948",1,7,14,2,"B","I","Y","F",3,"H",10,1,"K","Y",88,10,"N",17,"A",1,31,16,7,"Y","Y","E",1,8
"29953",2,16,23,1,"N","B","Y","B",7,"L",10,1,"I","N",51,12,"Y",6,"A",2,40,16,1,"N","N","A",2,1
"29954",1,5,6,4,"B","I","N","E",2,"H",20,1,"R","Y",52,8,"Y",7,"A",2,22,18,3,"Y","Y","E",2,3
"29955",1,17,7,2,"N","A","N","D",12,"L",15,3,"B","N",84,8,"N",19,"A",2,22,18,5,"Y","N","E",2,5
"29956",4,6,10,7,"B","A","Y","D",8,"B",15,2,"B","N",75,8,"N",12,"A",1,37,18,6,"N","N","C",1,5
"29957",1,15,23,1,"N","K","N","E",2,"H",10,1,"R","N",95,11,"N",20,"A",1,37,16,4,"Y","N","D",1,12
"29958",2,14,6,1,"N","H","Y","D",7,"B",10,2,"E","N",79,18,"N",3,"A",2,37,13,1,"Y","N","D",4,1
"29963",2,11,15,3,"N","H","N","D",3,"L",10,3,"I","N",37,16,"N",15,"A",2,34,18,7,"N","N","A",2,11
"29966",1,19,15,3,"N","K","N","E",8,"K",15,4,"K","N",51,9,"N",14,"A",1,31,17,4,"N","N","A",2,10
"29967",1,3,14,4,"N","C","Y","D",8,"B",10,1,"B","N",71,11,"N",7,"A",2,37,10,3,"Y","N","C",3,5
"29971",4,5,6,4,"C","A","N","B",3,"A",15,1,"B","Y",57,10,"N",4,"C",2,40,1,4,"N","Y","E",2,1
"29972",1,7,13,3,"B","A","Y","B",2,"B",20,2,"B","N",95,10,"N",12,"A",2,34,3,4,"N","N","A",2,5
"29979",4,12,21,4,"E","C","Y","D",7,"L",20,1,"I","Y",72,17,"Y",7,"A",2,31,17,6,"Y","Y","E",2,4
"29981",1,4,11,4,"N","B","N","D",3,"B",10,1,"H","N",83,9,"Y",18,"A",1,31,1,7,"Y","N","C",1,2
"29983",1,9,23,2,"N","C","Y","D",12,"B",20,1,"D","N",25,15,"Y",10,"A",2,37,4,5,"Y","N","E",2,8
"29987",4,18,18,2,"B","A","N","D",8,"B",15,1,"H","N",63,9,"N",11,"B",2,25,21,1,"Y","N","E",1,1
"29989",1,11,7,3,"N","C","N","D",8,"L",10,1,"D","N",47,18,"N",7,"B",2,31,17,7,"Y","N","E",2,1
"29990",3,18,16,3,"N","K","N","F",7,"H",5,2,"N","N",44,7,"N",13,"A",3,37,2,4,"N","N","A",4,6
"29998",4,8,5,3,"N","K","Y","E",8,"J",10,1,"N","N",45,14,"Y",13,"A",1,31,19,6,"Y","N","C",2,8
"30004",8,15,22,3,"E","C","N","B",3,"B",15,1,"F","N",48,20,"N",12,"A",3,22,16,6,"N","N","A",3,7
"30014",1,7,4,3,"B","J","N","E",3,"M",20,1,"R","N",83,9,"N",7,"A",2,37,10,1,"Y","N","E",2,1
"30015",7,7,17,5,"N","K","N","E",12,"J",10,1,"R","Y",65,8,"N",4,"A",2,31,18,3,"Y","Y","E",2,3
"30021",1,4,6,4,"N","A","N","D",3,"B",20,1,"B","N",32,6,"N",10,"A",3,40,18,4,"Y","N","C",4,4
"30022",1,6,19,2,"S","I","N","E",8,"H",10,3,"K","N",98,5,"N",16,"A",2,37,19,4,"Y","N","E",2,10
"30034",1,14,6,2,"B","H","N","B",8,"A",15,1,"I","N",70,21,"N",6,"B",2,40,11,1,"N","N","A",2,1
"30038",1,3,6,4,"N","B","N","B",2,"L",10,1,"B","Y",74,15,"Y",8,"A",3,40,8,5,"Y","Y","E",3,4
"30041",2,15,19,5,"E","K","N","E",3,"H",20,3,"J","N",84,16,"N",21,"A",2,37,17,3,"Y","N","E",2,10
"30048",1,19,19,2,"N","H","Y","E",7,"H",15,1,"R","N",35,14,"Y",7,"B",2,37,16,4,"Y","N","E",5,1
"30075",2,13,3,2,"N","K","N","E",12,"H",20,3,"N","N",34,12,"N",5,"A",1,34,2,4,"N","N","A",1,3
"30079",10,13,20,3,"N","K","N","E",12,"H",15,1,"R","N",57,13,"N",11,"A",4,34,17,1,"N","N","E",4,1
"30084",1,10,1,1,"N","C","N","D",8,"L",20,1,"I","N",38,14,"N",7,"B",2,31,17,6,"N","N","E",4,1
"30091",1,1,18,1,"C","A","N","D",12,"B",15,1,"I","N",38,14,"N",6,"B",1,28,21,3,"Y","N","D",3,1
"30094",4,17,7,5,"B","K","Y","E",12,"J",15,1,"N","Y",78,7,"Y",4,"C",1,34,8,1,"Y","Y","E",1,2
"30098",5,10,20,3,"N","K","Y","E",8,"I",20,1,"K","Y",20,22,"Y",7,"C",2,25,7,5,"N","Y","E",4,5
"30103",2,9,22,4,"S","H","Y","D",7,"B",10,2,"C","N",67,15,"N",18,"A",1,37,17,4,"Y","N","C",1,11
"30106",1,12,2,2,"E","C","N","D",7,"L",20,2,"I","N",65,36,"N",4,"B",4,34,3,4,"Y","N","E",4,1
"30111",8,6,18,1,"B","A","N","D",7,"B",15,1,"B","Y",83,3,"N",20,"A",1,22,17,6,"Y","Y","E",1,1
"30113",2,2,6,4,"N","B","Y","B",7,"A",15,1,"B","N",37,16,"N",15,"A",2,25,4,7,"Y","N","E",2,3
"30116",1,2,16,3,"C","A","Y","D",3,"L",20,2,"I","N",49,17,"N",14,"B",1,34,23,3,"Y","N","E",4,3
"30120",5,18,4,3,"N","K","N","E",7,"H",10,2,"N","N",26,10,"N",8,"A",2,40,16,4,"N","N","B",5,3
"30131",8,7,19,3,"N","K","N","E",2,"H",15,1,"R","Y",73,9,"Y",10,"C",2,34,5,7,"Y","Y","E",2,1
"30132",4,9,6,4,"N","K","N","E",3,"H",10,1,"K","N",88,13,"Y",12,"C",2,37,9,3,"Y","N","C",2,1
"30136",8,11,3,2,"N","K","N","F",7,"J",20,1,"M","Y",58,16,"N",8,"A",2,25,19,5,"Y","Y","D",4,5
"30142",19,16,1,1,"N","K","N","E",12,"H",15,1,"N","N",1,8,"N",8,"A",3,40,1,5,"Y","N","E",3,2
"30144",5,7,2,1,"B","A","Y","D",7,"B",20,3,"I","N",77,9,"Y",6,"A",1,37,21,3,"Y","N","E",1,2
"30146",4,14,5,1,"N","C","N","B",3,"L",10,1,"B","N",35,18,"N",4,"C",2,34,5,5,"Y","N","E",2,1
"30149",1,8,19,4,"W","I","Y","E",12,"H",10,1,"N","N",35,13,"N",5,"A",1,31,15,5,"Y","N","C",1,4
"30154",6,5,21,5,"C","K","Y","E",8,"J",20,1,"K","Y",92,8,"N",22,"A",2,31,11,4,"Y","Y","D",2,6
"30156",2,6,3,2,"B","I","N","E",12,"J",15,2,"K","N",91,10,"Y",11,"A",2,28,19,7,"Y","N","E",2,5
"30157",8,14,6,4,"N","B","N","D",2,"B",20,1,"I","Y",98,11,"N",22,"A",2,37,15,6,"Y","Y","E",2,2
"30159",11,18,6,1,"S","C","Y","B",3,"L",10,2,"I","N",40,13,"Y",3,"B",2,40,13,4,"Y","N","D",2,1
"30160",10,13,8,6,"N","B","Y","D",3,"B",10,1,"E","N",38,11,"Y",2,"B",2,37,1,7,"N","N","A",2,1
"30163",1,1,13,1,"C","A","N","D",8,"B",10,1,"C","N",43,11,"Y",15,"A",1,40,22,5,"Y","N","C",2,11
"30164",7,8,17,4,"B","H","Y","D",8,"B",20,1,"B","N",89,10,"N",11,"A",1,40,18,1,"Y","N","C",1,7
"30165",1,11,23,2,"W","C","Y","D",12,"L",15,1,"I","N",6,11,"N",2,"A",4,37,17,2,"Y","N","D",7,2
"30172",18,19,7,3,"N","C","N","D",8,"L",15,2,"D","N",42,19,"Y",7,"A",2,34,21,4,"N","N","A",2,3
"30175",1,6,5,3,"B","K","Y","E",8,"I",10,2,"M","N",24,7,"N",10,"A",2,40,19,7,"Y","N","E",2,4
"30176",18,5,19,4,"B","J","N","E",8,"H",20,1,"K","N",61,7,"Y",13,"A",2,34,17,4,"Y","N","E",2,9
"30188",1,3,8,1,"N","H","N","D",8,"L",5,1,"B","N",33,10,"N",4,"B",1,40,8,4,"N","N","A",2,1
"30189",1,17,17,5,"E","K","Y","E",12,"J",15,3,"K","N",44,10,"N",12,"A",1,28,20,7,"N","N","E",1,1
"30193",4,16,5,3,"N","K","N","E",8,"H",10,2,"K","Y",42,9,"N",5,"C",2,31,10,4,"Y","Y","D",2,2
"30198",8,16,17,4,"W","I","N","E",12,"H",20,1,"R","N",17,10,"N",14,"A",2,25,15,6,"Y","N","C",2,2
"30208",1,19,17,4,"B","I","N","E",2,"H",15,2,"R","N",55,15,"N",11,"A",2,31,18,5,"Y","N","C",4,3
"30214",8,7,17,3,"H","K","N","E",8,"H",20,1,"J","Y",95,7,"N",7,"A",3,37,3,4,"Y","Y","E",4,3
"30222",4,8,19,1,"B","H","Y","D",7,"B",15,1,"I","N",60,15,"N",12,"A",3,28,17,6,"Y","N","C",4,4
"30224",1,3,6,4,"N","H","N","E",12,"M",15,3,"R","N",52,13,"Y",7,"B",2,40,17,4,"Y","N","E",5,1
"30233",6,11,7,5,"N","A","N","D",12,"A",15,1,"I","N",57,10,"N",8,"A",1,31,1,6,"N","N","A",2,2
"30234",6,8,20,1,"E","H","Y","D",3,"L",15,3,"I","N",65,16,"Y",17,"A",2,34,12,7,"N","N","A",2,12
"30236",5,9,8,6,"N","C","N","D",12,"B",15,1,"E","N",51,15,"N",8,"B",1,37,16,3,"N","N","A",1,1
"30239",1,18,16,3,"B","C","N","D",8,"B",10,1,"G","N",29,11,"Y",12,"C",2,37,4,4,"Y","N","E",2,1
"30247",7,12,9,1,"N","C","Y","D",8,"L",10,1,"I","N",54,11,"N",11,"B",2,37,1,6,"Y","N","E",2,6
"30248",2,5,12,5,"B","A","N","D",2,"B",15,3,"I","N",62,7,"N",4,"A",2,37,19,4,"Y","N","E",2,1
"30249",5,12,15,5,"N","C","N","D",7,"L",10,1,"I","Y",75,19,"Y",8,"A",4,25,3,5,"Y","Y","E",4,6
"30262",4,15,22,2,"B","I","N","E",8,"H",20,3,"K","N",28,17,"Y",12,"A",2,22,10,2,"Y","N","E",2,1
"30263",8,9,21,3,"N","C","N","D",7,"L",10,3,"E","N",25,17,"N",7,"A",1,40,16,7,"Y","N","C",4,4
"30274",3,12,10,3,"E","K","N","E",8,"H",20,1,"R","Y",76,11,"Y",9,"A",4,40,12,4,"Y","Y","D",6,4
"30275",1,14,6,4,"N","B","N","D",3,"L",20,3,"I","N",30,18,"N",8,"B",2,34,17,6,"Y","N","E",2,1
"30278",1,12,18,3,"N","H","N","D",12,"B",20,3,"I","N",36,15,"N",8,"A",2,37,14,4,"Y","N","E",3,4
"30281",4,6,7,1,"B","A","Y","D",3,"B",15,3,"B","N",51,8,"Y",21,"A",2,22,1,6,"Y","N","E",4,1
"30283",5,10,22,1,"N","H","Y","E",3,"H",20,1,"R","Y",72,12,"Y",17,"B",1,31,9,7,"Y","Y","C",1,1
"30289",1,13,13,4,"B","C","Y","D",2,"B",20,1,"A","N",61,11,"N",3,"B",1,28,17,3,"Y","N","E",1,1
"30290",1,13,22,1,"C","H","Y","D",12,"L",10,1,"I","Y",81,10,"N",13,"A",1,40,16,6,"Y","Y","D",1,8
"30297",1,15,11,2,"C","H","N","D",3,"B",10,2,"A","N",63,19,"Y",4,"B",2,31,6,4,"N","N","A",2,1
"30315",1,10,10,7,"N","C","N","D",3,"L",10,1,"I","N",38,12,"N",4,"B",3,34,15,6,"Y","N","E",3,1
"30316",11,13,8,5,"N","K","N","E",3,"J",15,1,"R","N",50,12,"N",5,"A",2,28,6,3,"N","N","C",6,4
"30323",1,7,17,6,"B","A","Y","D",7,"B",20,3,"I","N",53,6,"Y",6,"B",1,40,4,6,"Y","N","E",1,1
"30324",1,7,2,1,"C","A","N","D",12,"B",20,1,"B","N",29,8,"Y",5,"B",2,40,3,5,"N","N","A",5,1
"30325",1,2,12,4,"C","A","Y","D",2,"F",20,3,"B","N",45,15,"N",15,"A",2,31,22,7,"Y","N","E",3,3
"30329",1,11,18,5,"W","C","N","D",8,"L",10,1,"I","N",62,14,"N",2,"B",3,25,16,1,"Y","N","E",3,1
"30331",1,17,2,2,"N","A","N","D",2,"B",10,1,"B","N",41,6,"N",10,"A",1,37,21,2,"Y","N","C",1,2
"30338",2,4,9,6,"N","K","N","E",12,"H",10,1,"R","N",47,8,"Y",14,"A",2,40,9,7,"Y","N","D",2,3
"30346",13,16,15,2,"N","K","Y","E",3,"J",15,1,"R","Y",72,11,"N",5,"A",2,28,24,4,"Y","Y","E",2,4
"30347",5,5,17,3,"B","K","Y","E",7,"H",15,1,"P","Y",78,9,"N",13,"C",2,34,18,5,"Y","Y","E",2,1
"30348",2,6,16,4,"S","A","N","D",12,"B",10,3,"I","N",67,6,"N",16,"A",5,25,1,1,"Y","N","E",5,5
"30350",1,1,6,1,"C","K","N","E",8,"H",10,3,"R","N",25,16,"N",14,"A",3,37,21,5,"N","N","E",1,1
"30354",1,14,20,2,"B","I","N","E",2,"M",20,1,"K","N",81,8,"Y",16,"A",2,28,3,3,"Y","N","C",2,10
"30356",2,7,17,4,"B","H","N","E",2,"J",15,1,"K","N",60,8,"Y",15,"E",2,40,3,4,"Y","N","C",2,1
"30359",1,16,16,4,"N","K","N","F",12,"H",20,2,"R","N",49,11,"N",3,"A",2,40,17,4,"Y","N","E",4,4
"30369",7,2,3,2,"C","K","N","E",12,"H",20,1,"J","N",41,10,"N",11,"A",2,37,10,1,"Y","N","E",2,1
"30370",2,7,15,2,"B","A","N","D",12,"B",5,3,"B","Y",76,6,"Y",5,"A",2,37,17,6,"Y","Y","E",2,4
"30374",8,5,15,2,"N","K","Y","E",3,"J",10,3,"M","N",84,8,"N",17,"A",1,40,5,6,"Y","N","E",1,2
"30378",25,13,24,2,"N","H","N","E",2,"J",15,1,"L","N",60,11,"Y",9,"B",2,34,14,4,"Y","N","E",4,1
"30379",1,8,11,2,"N","H","Y","B",8,"A",20,1,"B","N",49,17,"Y",11,"A",4,25,12,2,"Y","N","E",5,3
"30380",2,1,14,4,"C","K","Y","E",12,"H",10,2,"N","N",40,14,"N",22,"A",2,31,21,5,"Y","N","C",2,4
"30384",5,7,14,2,"B","I","N","E",8,"H",5,3,"J","N",26,9,"Y",4,"A",2,31,20,1,"Y","N","E",2,2
"30392",1,8,11,8,"B","H","N","B",8,"B",20,2,"C","N",76,20,"N",6,"C",2,22,3,3,"Y","N","E",4,1
"30400",2,8,19,1,"N","H","N","E",7,"J",15,1,"J","N",56,13,"Y",3,"B",2,22,3,6,"N","N","A",2,1
"30402",1,13,3,2,"N","K","Y","E",2,"H",15,1,"R","N",49,8,"N",11,"A",2,40,22,3,"Y","N","E",2,1
"30409",3,1,16,3,"C","A","N","D",8,"L",15,2,"I","N",33,15,"N",12,"D",2,22,21,3,"N","N","E",1,6
"30410",1,7,12,3,"B","I","N","E",8,"H",20,1,"K","Y",87,10,"N",17,"A",2,22,3,6,"Y","Y","E",2,1
"30416",2,3,6,4,"N","K","N","E",12,"H",5,1,"L","Y",100,10,"Y",21,"A",3,40,1,6,"Y","Y","D",3,3
"30419",4,2,18,6,"C","A","N","D",7,"F",20,1,"H","N",61,12,"Y",10,"B",2,40,25,5,"Y","N","E",2,1
"30421",1,8,5,3,"N","K","N","E",7,"H",20,1,"R","Y",56,12,"Y",16,"C",2,40,16,5,"Y","Y","E",2,4
"30423",2,13,19,4,"B","C","N","D",3,"L",10,1,"A","N",44,12,"N",17,"A",2,28,17,6,"Y","N","E",2,10
"30430",1,12,22,2,"B","B","N","D",12,"L",5,1,"I","N",78,14,"N",7,"A",2,34,23,3,"Y","N","D",5,3
"30434",7,18,1,1,"N","C","Y","B",3,"B",20,1,"B","N",43,13,"N",10,"B",2,31,4,5,"N","N","A",2,1
"30435",3,13,13,5,"N","K","Y","E",7,"H",20,1,"N","Y",89,15,"Y",12,"A",2,37,17,7,"Y","Y","E",2,10
"30442",4,18,10,4,"N","B","N","D",8,"B",15,3,"I","N",47,7,"Y",8,"A",2,25,3,6,"Y","N","E",5,2
"30443",7,3,13,1,"N","H","Y","D",3,"B",10,1,"B","N",53,14,"N",11,"A",2,28,18,4,"Y","N","E",2,4
"30447",10,7,15,4,"B","K","Y","E",12,"H",10,1,"R","N",91,8,"N",1,"C",1,25,8,6,"Y","N","E",1,1
"30457",8,14,21,4,"N","K","N","E",8,"J",10,1,"R","N",55,15,"N",8,"C",1,40,10,1,"Y","N","C",1,1
"30458",7,7,13,1,"B","I","N","E",8,"I",10,1,"N","N",51,9,"Y",14,"A",1,40,17,7,"Y","N","E",1,7
"30460",2,8,15,2,"B","C","Y","D",2,"B",10,1,"B","N",66,11,"N",7,"A",2,40,17,5,"Y","N","E",2,2
"30464",4,17,11,3,"N","A","N","D",3,"B",20,3,"A","N",49,9,"N",9,"A",2,34,24,7,"Y","N","E",2,1
"30468",5,9,19,2,"W","H","Y","E",12,"J",15,1,"K","N",26,14,"N",10,"B",2,37,2,1,"N","N","A",4,1
