"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"21168",1,12,10,3,"N","C","N","D",3,"L",15,1,"I","N",51,12,"N",11,"B",2,31,12,5,"Y","N","E",2,1
"21171",4,8,19,2,"C","H","N","D",12,"B",15,1,"E","N",80,18,"N",6,"A",2,40,9,6,"Y","N","E",2,3
"21172",2,18,17,6,"B","H","N","D",8,"B",10,3,"A","N",75,15,"N",9,"A",2,25,9,7,"N","N","A",2,1
"21173",1,6,1,1,"B","A","N","D",8,"B",10,3,"B","N",41,9,"N",11,"A",1,22,17,6,"Y","N","E",1,1
"21175",1,8,5,4,"N","A","Y","D",7,"B",10,1,"C","N",41,11,"Y",6,"A",2,40,5,4,"Y","N","E",4,4
"21176",1,13,19,5,"B","I","Y","F",8,"M",15,1,"R","N",85,5,"N",17,"A",1,31,17,4,"Y","N","C",1,11
"21177",1,18,8,6,"S","B","Y","B",3,"B",15,1,"D","N",44,12,"N",16,"A",2,25,13,3,"Y","N","D",2,5
"21179",2,12,17,6,"N","K","Y","E",7,"H",15,1,"N","N",77,10,"N",13,"A",2,40,2,4,"Y","N","E",2,10
"21180",1,8,8,2,"B","H","N","D",3,"B",10,3,"E","N",36,15,"Y",5,"B",1,25,11,4,"Y","N","E",1,1
"21181",1,7,15,3,"B","J","Y","E",8,"J",15,1,"K","N",52,9,"N",11,"A",3,40,19,3,"Y","N","D",3,6
"21182",5,7,16,1,"B","A","N","D",3,"B",10,3,"H","N",20,9,"Y",7,"C",1,37,11,6,"Y","N","E",1,1
"21183",6,7,14,2,"N","K","Y","F",3,"H",10,1,"R","N",45,8,"Y",17,"A",2,37,22,4,"N","N","A",2,1
"21185",11,9,23,4,"W","I","N","E",12,"H",15,3,"R","N",35,17,"Y",12,"A",2,28,23,3,"N","N","E",2,5
"21186",4,3,3,2,"N","H","N","E",3,"J",20,1,"L","Y",93,13,"N",20,"B",2,31,2,6,"Y","Y","D",3,1
"21188",1,13,8,6,"N","K","N","E",3,"H",10,3,"K","N",95,20,"Y",19,"A",2,31,21,6,"Y","N","C",2,6
"21189",8,1,1,3,"N","A","Y","D",2,"L",20,1,"I","N",53,13,"N",16,"C",2,34,24,6,"Y","N","E",2,5
"21190",7,14,4,2,"E","K","N","E",3,"J",15,1,"R","N",87,20,"N",13,"A",1,28,18,2,"Y","N","E",1,7
"21191",1,8,17,4,"N","H","N","D",2,"B",20,1,"B","N",88,10,"Y",5,"B",2,25,5,6,"Y","N","E",2,1
"21193",1,7,13,1,"B","K","N","E",12,"H",20,2,"K","N",83,10,"N",10,"A",2,40,15,3,"Y","N","E",4,6
"21194",14,10,16,4,"N","H","Y","D",3,"L",10,1,"I","N",30,14,"N",6,"B",2,40,9,1,"N","N","A",2,1
"21196",2,8,21,1,"W","I","Y","E",3,"H",15,3,"R","N",14,11,"N",10,"A",2,40,22,6,"Y","N","C",3,2
"21197",1,18,13,3,"W","B","N","D",12,"B",15,1,"A","N",38,7,"Y",14,"A",2,37,16,2,"Y","N","C",5,3
"21198",1,13,1,1,"N","C","N","B",3,"B",20,1,"C","Y",66,14,"N",9,"A",2,37,17,5,"N","N","A",3,1
"21199",1,15,17,1,"B","H","Y","D",8,"B",20,1,"B","N",29,14,"N",9,"A",2,37,23,7,"N","N","A",5,4
"21200",4,13,23,6,"N","C","N","D",2,"L",10,2,"D","N",70,17,"N",7,"A",2,25,19,3,"Y","N","C",5,1
"21201",3,18,8,6,"B","B","Y","B",7,"B",20,1,"I","N",48,9,"Y",8,"A",1,28,10,3,"Y","N","E",3,6
"21202",8,3,18,3,"N","K","Y","E",2,"H",20,1,"J","Y",94,9,"N",6,"C",2,40,1,3,"Y","Y","E",2,1
"21203",3,17,10,2,"B","A","N","D",3,"B",10,1,"I","N",61,7,"Y",13,"E",3,37,15,6,"Y","N","C",3,7
"21204",2,10,15,3,"N","H","Y","E",7,"H",10,1,"R","N",21,15,"N",4,"B",2,37,10,7,"Y","N","E",4,1
"21205",4,4,13,4,"B","I","N","F",12,"H",20,3,"K","N",90,12,"Y",7,"A",1,28,3,3,"Y","N","D",2,5
"21206",4,19,10,4,"N","H","N","D",7,"B",15,1,"B","N",27,10,"N",8,"A",1,34,3,2,"N","N","A",5,3
"21207",4,9,10,7,"N","K","Y","E",8,"H",15,1,"N","N",84,12,"N",5,"A",2,40,7,3,"N","N","A",2,1
"21208",2,2,7,5,"C","A","N","B",12,"B",15,2,"C","N",59,19,"Y",12,"B",2,40,25,3,"Y","N","E",3,2
"21209",7,9,21,2,"N","K","N","E",3,"J",15,1,"R","N",49,15,"N",13,"A",2,40,14,1,"N","N","A",4,3
"21211",2,3,20,4,"N","B","Y","B",8,"B",10,0,"I","N",88,13,"Y",21,"A",1,37,17,4,"Y","N","C",1,12
"21212",4,12,14,4,"N","H","N","D",8,"L",15,1,"B","N",53,13,"N",2,"B",3,28,11,4,"N","N","A",3,1
"21213",2,16,4,3,"E","K","N","E",12,"K",20,1,"K","N",41,10,"Y",19,"A",2,31,16,3,"N","N","A",3,11
"21214",14,7,23,5,"N","H","Y","E",8,"I",10,1,"J","N",84,10,"Y",15,"B",1,40,1,7,"Y","N","C",1,1
"21215",6,3,17,3,"N","A","Y","D",7,"L",10,1,"I","N",25,13,"N",8,"A",1,31,3,6,"Y","N","D",1,2
"21216",1,5,14,3,"C","A","Y","D",7,"F",15,1,"B","Y",67,9,"Y",6,"A",2,25,10,6,"Y","Y","E",2,1
"21218",5,4,18,1,"N","H","N","E",3,"J",10,3,"K","N",90,9,"N",14,"B",1,31,3,7,"Y","N","E",1,1
"21219",1,2,11,4,"C","K","N","E",8,"J",20,1,"L","N",46,16,"N",10,"A",2,40,22,5,"Y","N","E",3,3
"21220",1,18,13,3,"N","H","N","E",12,"H",20,2,"K","N",25,7,"N",8,"B",2,34,5,6,"Y","N","E",2,1
"21221",1,15,19,2,"H","K","N","E",12,"J",10,1,"K","N",44,10,"Y",4,"A",2,28,21,6,"N","N","A",3,2
"21224",9,7,16,3,"N","K","N","E",2,"J",10,3,"N","N",64,5,"Y",7,"A",1,34,25,7,"N","N","B",1,12
"21225",15,15,8,2,"N","K","Y","E",3,"H",20,3,"N","N",37,14,"N",4,"A",2,22,10,2,"Y","N","D",2,1
"21226",2,11,7,2,"W","H","N","D",12,"L",10,1,"D","N",75,31,"Y",15,"A",3,31,4,3,"Y","N","C",3,11
"21227",4,13,19,1,"N","H","N","E",12,"H",20,1,"R","N",36,12,"N",7,"B",2,40,16,4,"N","N","A",4,1
"21228",1,12,17,4,"N","A","N","D",12,"A",15,1,"A","N",31,10,"N",4,"B",2,40,3,6,"N","N","A",2,1
"21229",1,17,18,2,"N","K","Y","E",12,"H",5,1,"K","N",37,9,"N",12,"A",2,31,19,4,"Y","N","E",2,3
"21230",3,6,15,3,"B","K","N","E",8,"H",20,3,"R","N",48,9,"N",14,"A",2,22,15,3,"N","N","C",2,8
"21231",6,4,5,3,"N","K","Y","E",2,"H",10,2,"R","N",72,8,"N",14,"A",1,22,1,7,"Y","N","E",1,11
"21232",4,9,9,3,"N","K","Y","E",12,"H",10,1,"K","N",46,9,"N",16,"A",2,40,6,2,"Y","N","C",2,7
"21233",7,6,1,1,"N","K","N","E",8,"H",20,3,"J","N",48,6,"N",11,"C",2,31,3,3,"Y","N","E",2,1
"21234",1,15,8,3,"N","K","N","E",2,"H",15,3,"R","N",10,10,"N",7,"A",2,37,12,2,"Y","N","E",4,5
"21235",1,13,21,3,"C","H","Y","D",8,"L",10,1,"I","N",39,23,"Y",7,"C",2,28,4,2,"Y","N","E",4,1
"21237",1,9,1,1,"N","C","Y","D",3,"L",10,3,"E","N",1,12,"Y",12,"B",2,22,8,3,"Y","N","E",2,1
"21238",5,19,23,4,"N","K","N","E",8,"H",10,1,"R","N",36,14,"N",9,"A",2,37,1,4,"N","N","A",3,6
"21239",13,16,11,7,"N","K","N","F",12,"H",20,1,"K","N",73,9,"Y",7,"A",1,28,24,4,"Y","N","E",1,6
"21240",1,8,16,1,"N","H","N","D",2,"B",5,1,"B","N",94,13,"N",17,"A",2,40,7,4,"Y","N","C",2,11
"21242",6,18,11,5,"N","H","N","E",12,"J",5,1,"R","N",38,12,"Y",4,"B",1,37,6,7,"Y","N","E",1,1
"21244",1,14,15,3,"S","H","N","D",3,"A",20,1,"B","N",85,10,"Y",4,"A",1,25,18,3,"Y","N","E",1,1
"21245",11,9,7,5,"N","C","Y","D",12,"B",15,1,"I","N",19,10,"N",5,"B",2,40,17,7,"N","N","A",2,1
"21247",2,6,19,1,"B","I","Y","E",7,"J",15,1,"R","N",63,11,"N",5,"A",1,22,21,4,"Y","N","E",1,2
"21248",1,6,2,2,"B","K","N","E",3,"H",20,3,"K","N",21,10,"Y",4,"A",2,31,4,6,"Y","N","E",2,2
"21249",4,9,10,7,"N","H","N","D",8,"B",10,1,"B","N",86,10,"N",13,"A",3,34,5,1,"Y","N","C",3,2
"21250",1,18,16,4,"B","I","N","E",8,"J",5,3,"K","N",14,12,"N",12,"A",1,25,17,2,"Y","N","C",3,4
"21251",4,2,18,2,"N","H","Y","E",3,"H",15,2,"K","N",48,16,"N",6,"E",2,34,1,4,"Y","N","C",6,4
"21252",1,5,5,4,"B","A","N","D",3,"B",10,3,"B","N",61,8,"Y",7,"A",2,31,19,6,"Y","N","C",4,4
"21253",4,19,21,2,"N","K","Y","E",12,"H",15,1,"J","N",43,16,"N",10,"A",5,28,8,7,"N","N","A",7,4
"21254",3,8,18,5,"N","K","Y","E",12,"J",15,1,"K","N",86,14,"N",8,"A",2,34,7,6,"Y","N","E",2,4
"21255",7,7,14,2,"B","K","N","E",7,"M",10,3,"L","N",32,8,"N",7,"C",2,40,1,4,"Y","N","C",4,1
"21256",4,19,17,4,"B","H","Y","E",3,"H",10,1,"J","N",47,15,"N",12,"B",2,31,1,3,"N","N","A",2,1
"21257",1,8,5,3,"N","H","Y","C",12,"B",10,1,"B","N",82,13,"N",9,"A",2,40,20,7,"Y","N","E",3,4
"21259",6,7,11,2,"N","K","Y","E",12,"H",20,1,"K","N",62,6,"N",14,"A",2,22,25,6,"N","N","E",2,1
"21261",1,19,11,3,"N","H","Y","E",12,"J",15,1,"R","N",52,8,"N",2,"B",2,22,9,6,"N","N","A",2,1
"21263",5,4,8,6,"N","C","N","D",12,"B",5,1,"B","N",56,9,"N",11,"A",2,34,17,6,"N","N","A",2,5
"21267",1,5,5,4,"B","I","Y","E",12,"H",20,3,"R","N",46,8,"N",6,"A",2,31,8,5,"N","N","A",3,4
"21268",12,7,19,5,"N","K","N","E",3,"H",15,3,"K","N",37,7,"Y",15,"A",1,40,15,7,"Y","N","C",1,5
"21269",1,19,20,3,"W","H","N","E",7,"H",20,3,"N","N",22,15,"N",2,"B",2,37,13,2,"N","N","A",2,1
"21270",4,3,7,5,"N","H","N","D",3,"B",10,1,"C","N",38,11,"N",8,"B",3,34,17,7,"Y","N","D",5,1
"21271",5,5,1,1,"C","H","Y","G",12,"J",20,1,"N","N",50,8,"N",14,"B",1,31,18,4,"N","N","A",1,1
"21272",1,4,3,2,"B","I","Y","E",2,"H",20,4,"K","N",55,14,"N",4,"A",2,40,1,3,"Y","N","E",2,2
"21273",1,14,18,1,"N","K","N","E",8,"H",5,3,"K","N",96,14,"N",22,"A",3,31,6,7,"Y","N","C",3,12
"21274",1,14,20,2,"N","K","N","E",3,"H",10,1,"L","N",77,13,"N",12,"A",1,34,11,5,"Y","N","C",1,7
"21275",1,6,2,1,"B","A","N","B",12,"L",10,3,"I","N",35,12,"N",8,"A",2,34,8,2,"Y","N","E",2,2
"21276",2,5,14,2,"B","A","N","D",3,"B",20,1,"B","N",76,9,"N",16,"A",2,37,16,1,"Y","N","E",2,4
"21277",7,10,14,3,"N","H","N","E",8,"H",20,1,"R","N",42,12,"N",3,"B",2,40,2,3,"N","N","A",4,1
"21279",5,13,17,4,"B","C","N","D",3,"B",20,3,"I","N",49,12,"Y",5,"A",2,31,1,2,"Y","N","E",3,3
"21280",2,12,16,3,"W","A","N","D",12,"A",10,1,"I","Y",85,10,"N",7,"A",3,40,5,2,"Y","Y","C",3,3
"21281",4,9,16,4,"N","C","Y","D",12,"B",10,1,"B","N",35,14,"N",8,"A",2,28,21,3,"N","N","A",5,6
"21282",1,3,4,3,"N","B","N","D",3,"B",20,1,"B","N",37,8,"Y",1,"B",2,34,6,4,"Y","N","E",4,1
"21283",7,6,15,4,"B","I","N","E",12,"H",15,1,"K","N",82,8,"Y",7,"A",1,37,24,4,"Y","N","E",1,1
"21284",1,14,19,4,"N","C","N","D",7,"L",10,1,"I","Y",75,11,"N",14,"C",1,37,23,7,"Y","Y","E",2,1
"21287",1,9,19,4,"N","K","Y","E",3,"J",20,3,"Q","N",95,16,"Y",21,"A",1,40,13,5,"Y","N","D",1,12
"21288",1,7,13,5,"B","H","N","E",7,"H",10,1,"R","Y",82,8,"N",10,"B",2,37,13,7,"Y","Y","E",2,1
"21289",1,2,17,2,"C","A","N","D",8,"B",15,2,"B","N",47,10,"N",17,"A",2,37,22,6,"Y","N","E",2,1
"21290",4,9,12,4,"B","C","Y","D",3,"B",15,1,"C","N",93,13,"N",13,"B",2,31,6,5,"N","N","A",2,1
"21291",7,12,17,4,"W","C","Y","D",7,"L",15,1,"D","N",27,15,"Y",10,"B",1,31,1,7,"N","N","A",1,1
"21293",1,1,13,2,"S","A","N","B",3,"F",10,1,"G","N",18,21,"N",11,"A",2,28,20,7,"N","N","C",4,1
"21294",4,8,19,4,"B","I","Y","E",8,"H",15,2,"K","N",59,19,"N",13,"A",1,37,11,4,"Y","N","D",1,8
"21295",3,5,15,3,"N","A","Y","D",8,"B",20,3,"B","Y",71,9,"N",4,"A",2,40,9,7,"Y","Y","E",2,4
"21296",2,7,20,3,"N","A","N","D",8,"B",10,3,"B","N",62,6,"N",12,"A",1,40,25,2,"Y","N","C",1,6
"21297",1,3,15,4,"N","K","N","E",8,"K",20,1,"K","N",52,8,"Y",5,"C",2,37,16,7,"Y","N","D",2,1
"21298",5,5,3,2,"B","K","N","E",7,"H",20,3,"J","N",43,10,"N",10,"C",1,31,10,6,"Y","N","E",1,1
"21299",1,14,15,4,"N","C","N","D",8,"B",20,1,"I","Y",96,14,"N",15,"A",2,31,18,6,"Y","N","E",2,11
"21300",1,17,6,1,"N","K","N","E",12,"I",15,3,"M","N",63,5,"N",10,"A",1,22,17,1,"N","N","A",3,3
"21301",1,9,21,3,"W","I","N","F",2,"H",20,1,"J","N",35,13,"N",11,"A",1,40,15,3,"Y","N","E",1,5
"21302",8,13,8,1,"E","K","N","E",3,"H",15,1,"K","N",51,19,"N",5,"A",4,40,9,3,"N","N","D",4,5
"21303",4,10,16,7,"N","C","Y","D",8,"L",20,1,"B","N",26,11,"N",3,"B",2,34,19,3,"Y","N","D",2,1
"21304",7,9,1,1,"B","C","N","B",8,"B",15,1,"B","N",81,16,"N",11,"B",3,40,6,6,"N","N","A",4,1
"21305",5,8,21,3,"N","H","Y","E",3,"J",15,1,"J","N",44,17,"N",8,"E",1,31,1,6,"Y","N","B",2,5
"21306",1,15,13,1,"N","H","N","D",8,"B",15,1,"B","N",42,10,"N",5,"A",2,37,20,5,"N","N","C",5,1
"21308",2,8,7,4,"C","C","Y","D",3,"B",20,1,"I","N",87,12,"N",12,"C",2,28,20,6,"Y","N","E",2,1
"21309",4,2,5,3,"N","A","Y","D",2,"B",10,1,"B","N",45,10,"N",9,"B",1,31,3,2,"N","N","A",1,1
"21310",1,7,14,3,"B","I","N","E",3,"J",10,1,"M","N",95,6,"N",9,"A",3,40,8,6,"N","N","D",3,9
"21311",4,12,24,7,"W","C","N","D",3,"L",20,1,"E","N",73,12,"N",7,"B",1,31,7,4,"Y","N","C",1,1
"21312",2,5,18,4,"B","A","N","D",12,"B",10,2,"B","Y",66,9,"N",16,"A",1,40,15,3,"Y","Y","E",1,5
"21314",8,7,18,5,"N","A","N","D",7,"A",15,1,"I","Y",86,7,"Y",13,"A",2,22,9,7,"Y","Y","E",4,4
"21315",1,8,6,4,"E","C","N","C",12,"B",10,1,"C","N",93,21,"Y",17,"A",3,40,18,6,"Y","N","C",3,5
"21316",2,6,19,4,"N","A","N","B",12,"B",15,1,"H","N",100,8,"N",15,"A",1,37,18,1,"Y","N","C",1,3
"21317",1,2,20,7,"N","A","N","D",12,"F",15,1,"I","N",57,17,"Y",7,"B",1,28,24,6,"Y","N","E",3,1
"21318",15,7,17,5,"N","K","N","E",3,"H",10,1,"N","N",64,7,"Y",20,"A",2,37,21,7,"Y","N","E",2,3
"21319",2,15,16,4,"C","H","N","D",2,"B",15,1,"B","N",15,10,"N",5,"B",4,40,7,4,"N","N","A",6,1
"21320",2,5,7,5,"C","A","Y","D",7,"A",5,1,"B","N",93,9,"Y",3,"A",2,40,12,5,"Y","N","E",2,1
"21321",1,6,6,4,"B","A","Y","D",12,"B",5,3,"B","N",67,8,"N",13,"A",1,34,21,1,"N","N","A",1,4
"21322",30,10,19,1,"N","B","N","D",8,"L",10,1,"I","N",69,11,"N",15,"C",2,34,25,6,"Y","N","E",2,1
"21323",1,12,19,1,"N","H","Y","E",3,"H",20,1,"J","N",41,13,"Y",4,"B",2,28,6,7,"N","N","A",2,1
"21324",6,8,15,3,"W","H","Y","D",12,"B",20,1,"B","N",79,13,"N",12,"A",2,40,21,3,"N","N","A",4,1
"21325",1,3,6,4,"N","K","N","E",8,"J",10,3,"M","N",47,11,"N",4,"C",2,31,13,2,"Y","N","E",2,2
"21326",6,7,17,5,"C","K","Y","E",2,"H",15,1,"K","N",43,8,"Y",9,"A",1,40,1,3,"Y","N","C",2,3
"21327",1,15,21,6,"B","C","N","D",8,"B",20,1,"I","N",74,19,"N",9,"A",1,40,17,6,"N","N","A",1,3
"21328",36,9,24,1,"N","K","Y","F",8,"H",10,1,"L","N",92,10,"Y",13,"A",2,40,9,3,"Y","N","D",2,8
"21329",4,16,3,2,"B","H","Y","E",8,"H",10,3,"R","N",13,8,"N",7,"B",2,34,13,1,"N","N","A",3,1
"21330",4,4,5,4,"N","A","Y","D",12,"B",20,4,"B","N",27,7,"Y",6,"B",2,28,15,3,"N","N","A",4,1
"21331",1,13,22,5,"B","I","N","F",3,"J",15,1,"R","N",49,18,"N",6,"A",2,25,17,5,"Y","N","E",3,1
"21332",2,19,3,2,"N","A","N","D",3,"B",15,1,"A","N",13,7,"N",3,"A",2,37,16,3,"N","N","A",2,1
"21333",1,19,23,2,"E","K","Y","F",8,"H",15,1,"R","N",33,16,"N",13,"A",1,40,21,1,"N","N","A",1,1
"21334",4,15,19,2,"S","H","N","F",8,"J",10,1,"M","N",31,8,"N",4,"B",2,37,5,6,"Y","N","E",4,1
"21336",1,18,15,4,"N","H","N","D",7,"B",5,1,"I","Y",79,10,"N",6,"C",2,25,17,4,"N","Y","A",2,4
"21338",4,7,3,2,"N","K","N","E",3,"H",15,1,"J","N",82,11,"Y",12,"A",2,22,24,6,"N","N","E",2,1
"21339",2,9,18,4,"B","C","Y","D",12,"B",15,1,"B","N",19,11,"N",7,"A",1,25,17,1,"N","N","A",1,3
"21340",4,3,13,2,"N","H","Y","D",3,"L",10,1,"B","N",44,13,"N",4,"A",2,37,22,3,"Y","N","E",2,3
"21341",1,18,5,4,"N","A","Y","D",12,"B",10,3,"B","N",11,6,"N",9,"A",1,31,13,1,"Y","N","E",5,4
"21342",1,14,13,1,"N","A","N","D",7,"B",15,3,"I","N",66,9,"N",12,"A",2,22,4,5,"N","N","A",2,4
"21343",1,6,15,3,"B","A","N","D",2,"B",10,1,"I","Y",75,9,"N",4,"A",2,22,2,3,"Y","Y","D",2,2
"21345",4,4,7,5,"N","A","Y","D",7,"B",15,2,"I","N",98,6,"N",17,"B",2,37,11,4,"Y","N","E",2,1
"21346",8,5,5,4,"S","K","N","E",7,"H",10,1,"K","Y",77,10,"Y",8,"C",2,22,11,1,"Y","Y","E",2,1
"21347",5,7,17,3,"B","I","Y","E",7,"H",10,1,"K","N",83,9,"N",19,"A",2,37,5,4,"Y","N","E",2,11
"21348",1,7,13,1,"W","I","N","E",8,"H",10,4,"R","N",54,8,"N",11,"A",4,22,1,5,"Y","N","C",4,6
"21350",1,14,4,3,"N","C","Y","D",2,"B",20,3,"I","Y",88,17,"N",12,"A",5,37,15,4,"Y","Y","C",6,2
"21351",1,16,3,2,"G","K","N","E",8,"H",10,1,"K","N",98,10,"Y",12,"C",2,31,10,1,"N","N","E",2,1
"21352",1,11,20,2,"N","H","N","E",3,"J",15,1,"R","Y",60,16,"N",9,"B",2,31,17,4,"Y","Y","E",2,1
"21353",1,12,21,5,"E","K","Y","E",12,"H",10,2,"J","N",47,12,"N",19,"A",1,31,18,2,"Y","N","C",1,12
"21354",3,5,17,7,"B","K","N","E",7,"H",10,3,"K","N",72,8,"Y",13,"A",2,40,16,6,"Y","N","D",2,8
"21355",7,18,6,4,"G","K","N","G",3,"H",10,1,"K","N",69,18,"N",17,"A",3,37,23,6,"Y","N","E",2,3
"21356",8,15,19,1,"N","H","Y","E",8,"H",10,1,"M","N",85,1,"Y",22,"E",2,28,1,1,"Y","N","D",2,3
"21357",4,14,8,5,"N","K","Y","E",8,"H",15,1,"K","N",88,21,"N",22,"A",1,40,1,6,"Y","N","E",1,12
"21358",5,10,13,2,"N","K","Y","E",12,"H",20,1,"K","Y",61,13,"Y",14,"A",4,40,23,7,"Y","Y","E",5,10
"21359",4,14,8,4,"B","K","N","E",12,"H",10,1,"K","Y",70,17,"N",12,"C",2,40,6,2,"Y","Y","C",2,2
"21362",4,13,21,7,"N","K","Y","E",7,"H",20,1,"R","N",63,20,"N",6,"A",2,31,18,3,"Y","N","D",5,2
"21363",1,7,4,3,"B","A","Y","D",8,"A",15,3,"B","N",91,8,"Y",7,"A",4,34,1,6,"Y","N","C",4,3
"21364",2,6,18,4,"N","A","Y","D",7,"B",10,1,"A","N",77,7,"N",13,"A",1,28,21,2,"N","N","A",1,5
"21365",1,8,3,2,"N","C","N","D",12,"B",15,1,"I","N",76,11,"N",9,"C",2,40,16,2,"Y","N","E",5,1
"21367",5,11,15,2,"N","H","N","D",8,"A",10,1,"A","N",21,17,"N",11,"A",2,40,20,3,"N","N","A",2,6
"21368",5,15,12,2,"N","B","N","D",8,"B",20,1,"I","N",65,15,"Y",13,"A",3,40,5,1,"N","N","A",3,8
"21370",1,15,1,1,"N","C","N","B",8,"B",10,1,"I","N",39,10,"N",6,"A",2,31,21,7,"Y","N","D",3,1
"21371",17,5,18,3,"E","A","Y","D",2,"B",10,2,"B","N",40,11,"Y",9,"A",1,28,20,5,"Y","N","E",2,6
"21372",2,19,22,3,"N","H","Y","D",3,"B",10,3,"I","N",22,16,"Y",14,"B",1,25,1,7,"N","N","A",1,1
"21373",2,12,6,4,"N","K","N","E",3,"H",10,1,"L","N",74,9,"Y",16,"A",2,34,11,3,"Y","N","E",2,2
"21374",1,15,2,1,"N","K","N","E",7,"H",10,1,"N","N",16,11,"Y",5,"A",1,25,14,3,"Y","N","E",1,1
"21376",5,6,5,4,"B","A","Y","B",12,"B",15,1,"B","N",62,10,"N",12,"A",2,37,24,4,"Y","N","E",2,2
"21377",4,9,7,5,"N","C","N","D",8,"B",20,1,"I","N",68,13,"N",15,"A",2,31,16,4,"Y","N","E",2,5
"21378",2,9,19,5,"N","K","N","G",3,"H",20,1,"K","N",84,13,"Y",15,"A",1,37,12,3,"Y","N","C",1,7
"21379",4,5,14,4,"N","A","Y","D",12,"B",15,1,"A","Y",80,9,"N",14,"C",3,34,10,7,"Y","Y","E",3,1
"21380",2,12,15,6,"W","C","N","D",8,"L",10,1,"I","N",37,14,"N",13,"A",2,31,22,1,"Y","N","E",2,2
"21381",1,16,18,7,"B","I","Y","E",8,"H",5,1,"R","N",54,12,"Y",10,"A",1,28,8,1,"Y","N","D",1,10
"21382",1,9,2,2,"N","K","N","E",2,"H",15,3,"M","N",24,11,"Y",7,"A",2,28,2,7,"N","N","A",3,1
"21383",2,5,15,3,"B","A","Y","B",12,"B",5,2,"B","N",44,9,"N",11,"A",2,31,15,4,"Y","N","E",2,5
"21384",1,11,17,5,"E","C","Y","D",12,"L",15,1,"I","Y",85,19,"Y",15,"A",6,40,16,3,"Y","Y","E",7,6
"21385",1,8,3,1,"W","I","Y","F",7,"H",20,1,"R","N",77,15,"Y",13,"A",1,34,17,7,"Y","N","E",1,12
"21386",1,7,18,3,"B","I","Y","E",3,"H",15,2,"N","N",53,9,"N",18,"A",2,40,12,6,"Y","N","C",2,11
"21387",7,4,7,4,"E","A","N","D",12,"B",20,3,"I","N",91,14,"N",6,"C",2,40,15,4,"Y","N","E",2,1
"21389",4,13,20,1,"B","C","N","D",12,"L",20,3,"A","N",41,20,"N",20,"E",1,40,1,3,"Y","N","C",1,10
"21390",1,2,9,6,"G","B","Y","D",12,"L",20,1,"I","N",75,13,"N",16,"B",1,40,6,6,"N","N","E",1,1
"21391",4,5,3,1,"B","I","Y","E",7,"J",20,3,"M","N",66,4,"N",14,"A",2,37,4,6,"Y","N","E",2,1
"21392",2,19,8,5,"N","A","N","D",8,"B",20,1,"B","N",38,9,"Y",6,"A",2,31,22,6,"Y","N","E",3,5
"21393",1,13,4,2,"N","H","Y","E",12,"H",20,1,"K","N",38,14,"N",6,"D",2,34,1,5,"N","N","E",6,1
"21394",4,1,10,1,"C","A","Y","D",3,"B",10,3,"B","N",41,15,"N",15,"A",2,37,21,4,"Y","N","D",2,1
"21395",11,13,1,1,"B","H","Y","E",8,"J",10,1,"K","N",29,13,"N",9,"B",1,25,1,2,"Y","N","C",1,1
"21397",2,4,16,2,"B","H","Y","E",3,"H",15,1,"K","N",44,10,"N",8,"B",4,25,3,4,"Y","N","C",5,1
"21398",2,16,1,1,"B","I","Y","E",3,"I",10,1,"R","N",40,9,"N",8,"A",2,37,18,1,"Y","N","E",2,1
"21399",1,6,2,1,"B","A","N","D",8,"B",5,3,"B","N",54,8,"Y",7,"A",2,37,20,6,"N","N","E",5,2
"21401",1,8,15,2,"N","K","N","E",7,"H",20,1,"J","N",54,7,"N",11,"A",3,25,18,1,"N","N","A",4,7
"21402",5,2,2,1,"N","A","Y","D",3,"L",10,1,"I","N",75,23,"Y",10,"A",1,31,9,7,"Y","N","E",1,1
"21403",19,19,18,2,"N","K","Y","E",8,"H",20,3,"R","N",82,9,"Y",11,"A",3,31,20,2,"Y","N","E",3,5
"21404",4,18,13,6,"N","K","Y","E",8,"H",20,3,"K","N",60,6,"Y",15,"A",2,37,10,5,"Y","N","C",2,10
"21405",10,8,18,4,"N","K","Y","E",2,"H",20,1,"K","N",100,14,"N",18,"A",2,40,1,4,"Y","N","D",2,11
"21406",2,7,5,3,"B","I","N","E",8,"H",10,3,"J","N",58,10,"N",10,"A",2,31,1,7,"Y","N","E",2,4
"21407",4,5,2,2,"N","A","N","D",7,"B",15,3,"C","N",28,7,"N",10,"C",2,34,6,6,"Y","N","C",3,1
"21408",2,8,12,5,"N","K","Y","E",8,"H",10,1,"R","N",54,12,"N",3,"A",1,25,23,5,"Y","N","E",1,1
"21410",1,7,10,4,"E","A","Y","D",3,"B",15,1,"B","N",49,9,"N",10,"A",2,31,16,1,"N","N","A",4,1
"21411",18,4,18,3,"N","K","N","G",3,"H",10,3,"K","Y",76,10,"N",17,"A",1,25,19,1,"Y","Y","E",2,7
"21412",4,10,11,1,"N","C","Y","D",2,"L",10,1,"I","N",15,13,"Y",2,"B",2,37,16,3,"Y","N","E",2,1
